รหัสประเภท,หน่วย,ชื่อ,รายละเอียดโดยย่อ,ราคาขาย/ต่อหน่วย,สต็อกขั้นต่ำให้แจ้งเตือน,บาร์โค้ด (ถ้ามี)
CAT011,ชิ้น,ดอกไขควง S2 PH2x65 mm. Hi-Top,SB265 B,200,5,8858673909081
CAT011,ชิ้น,ดอกไขควง S2 PH2x65 mm. Hi-Top,SB265 B,25,5,8858673909081
CAT011,ชิ้น,ดอกไขควง S2 PH2x65 mm. Hi-Top,SB265 S,200,5,8858673909074
CAT011,ชิ้น,ดอกไขควง S2 PH2x65 mm. Hi-Top,SB265 S,25,5,8858673909074
CAT011,ชิ้น,"ดอกเจาะรวมไม้ 1"" WoodDrills",,80,5,
CAT011,ชิ้น,ดอกเจาะไม้พาย 22 mm. Hi-Top,FW-22,70,5,8858673908831
CAT011,ชิ้น,"ดอกเจาะรวมไม้ 7/8"" WoodDrills",,70,5,
CAT011,ชิ้น,"ดอกเจาะรวมไม้ 3/4"" WoodDrills",,60,5,
CAT011,ชิ้น,"ดอกเจาะรวมไม้ 5/8"" WoodDrills",,50,5,
CAT011,ชิ้น,ดอกเจาะบานพับถ้วย 40 mm. Hi-Top,HS-09,350,5,8858673908954
CAT011,ชิ้น,ดอกเจาะบานพับถ้วย 40 mm. Hi-Top,HS-08,350,5,8858673908657
CAT011,ชิ้น,ดอกเจาะบานพับถ้วย 35 mm. Hi-Top,HS-07,295,5,8858673906998
CAT011,ชิ้น,ดอกเจาะบานพับถ้วย 35 mm. Hi-Top,HS-06,295,5,8858673906912
CAT011,ชิ้น,ดอกเราท์เตอร์ 1/4x3 mm. Hi-Top,DY10513,300,5,8858673913460
CAT011,ชิ้น,ดอกเราท์เตอร์ 1/4x4 mm. Hi-Top,DY10514,300,5,8858673913477
CAT011,ชิ้น,ดอกเราท์เตอร์ 1/2x4 mm. Hi-Top,DY10514,300,5,8858673913354
CAT011,ชิ้น,ดอกเราท์เตอร์ 1/2x3 mm. Hi-Top,DY 10503,300,5,8858673913347
CAT011,ชิ้น,ดอกเราท์เตอร์กล่อง (แยกขาย),,200,5,
CAT011,ชิ้น,ลูกปืนดอกเราท์เตอร์(ปลีก) BRD-6.35x3.15 Hi-Top,DY 20101,60,5,
CAT011,ชิ้น,ลูกปืนดอกเราท์เตอร์(10 ตัว) BRD-6.35x3.15 Hi-Top,DY 20101,500,5,
CAT011,ชิ้น,"ก๊อกลม 1/4"" (2 หุน) Hi-Top",BV-MF,65,5,8858673906691
CAT011,ชิ้น,"ก๊อกลม 1/4"" (2 หุน) Hi-Top",BV-MM,65,5,8858673906684
CAT011,ชิ้น,"ก๊อกลม 1/4"" (2 หุน) Hi-Top",BV-FF,65,5,8858673906707
CAT011,ชิ้น,ก๊อกลม (2 หุน) Hi-Top,SM20,90,5,8858673903331
CAT011,ชิ้น,ก๊อกลม (2 หุน) Hi-Top,SMY20,240,5,8858673903683
CAT011,ชิ้น,ก๊อกลม (2 หุน) Hi-Top,SMV20,200,5,8858673903010
CAT011,ชิ้น,ก๊อกลม (2 หุน) Hi-Top,SML20,200,5,8858673903034
CAT011,ชิ้น,บล็อคขันหกเหลี่ยม หัวแม่เหล็ก 10x45 Hi-Top,,35,5,88558673940305
CAT011,ชิ้น,ดอกไขควงลูกบล็อกแม่เหล็ก 8 mm. HH,10.100977,35,5,8859566105580
CAT011,ชิ้น,หัวกาพ่นสีแบบเฉียง Hi-Top,SG112,25,5,8858673909647
CAT011,ชิ้น,มีดอเนกประสงค์ Stanley,10-175,185,5,76174101751
CAT011,ชิ้น,มีดคัทเตอร์ Crown,SX1400,90,5,8420118090014
CAT011,ชิ้น,มีดคัทเตอร์ Crown,SX98-1,95,5,8420118090038
CAT011,ชิ้น,มีดคัทเตอร์ Crown,SX711,60,5,8420118090045
CAT011,ชิ้น,ใบมีด 18 mm. Stanley,11-301T,95,5,76174799248
CAT011,ชิ้น,"ไขควงสลับ 4"" Mix Pro",02-004-018,65,5,
CAT011,ชิ้น,"ไขควงสลับ 0.8 mm. x1/32"" Nail Set",110,40,5,
CAT011,ชิ้น,ไขควงลองไฟแบบปากกา 140 ml. มงกุฎ,11-1110,35,5,
CAT011,ชิ้น,ไขควง Sefanly,66-119,35,5,
CAT011,ชิ้น,หัวไขควง Tolsen,20360,200,5,6933528721222
CAT011,ชิ้น,ดอกสว่านอเนกประสงค์,MPD-5,200,5,8858673940749
CAT011,ชิ้น,ปืนไล่ฝุ่น #ทอง Hi-Top,DG-10,120,5,8858673909661
CAT011,ชิ้น,ปืนไล่ฝุ่น #ม่วง Hi-Top,DG-10,120,5,8858673909661
CAT011,ชิ้น,ชุดโฮวซอ 3 ชิ้น 22 mm. HH,,100,5,8859566104071
CAT011,ชิ้น,โฮวซอเจาะลูกบิด Zonic,HS 214,100,5,8858802900491
CAT011,ชิ้น,โฮลซอสำหรับเจาะไม้ Hi-Top,HS-01,195,5,8858673906844
CAT011,ชิ้น,ชุดโฮลซอเจาะไม้ 16 ตัว Hi-Top,HS-16S,495,5,88558673906820
CAT011,ชิ้น,ลิ้นปืนแท้ F30 Hi-Top,,400,5,
CAT011,ชิ้น,ลิ้นปืนแท้ ST64 Hi-Top,,495,5,
CAT011,ชิ้น,ลิ้นปืนแท้ F50 Hi-Top,,350,5,
CAT011,ชิ้น,หัวจับสว่าน 13 mm. Crown Drill Chuck,,150,5,
CAT011,ชิ้น,ลิ้นปืนแท้ F30 (5 mm.) Hi-Top,,150,5,
CAT011,ชิ้น,ลิ้นปืนแท้ 1022J Hi-Top,,150,5,
CAT011,ชิ้น,"ใบตัดเพชรงานก่อสร้าง 4"" HH",10.100581,195,5,8859566103302
CAT011,ชิ้น,"ใบตัดอเนกประสงค์ 4"" HH",10.100752,195,5,8859566103708
CAT011,ชิ้น,"ใบตัดเพชร X-Turbo 4"" HH",10.100748,195,5,8859566103661
CAT011,ชิ้น,ใบเลื่อย 4x24T Makita,,145,5,88381143103
CAT011,ชิ้น,"ใบเลื่อย 4""x30T มงกุฎ",,145,5,
CAT011,ชิ้น,ใบเลื่อย 110x20 mm. Makita,A-81365,145,5,88381142052
CAT011,ชิ้น,"ใบเลื่อย 4""x100T Makita",A-81985,195,5,88381143103
CAT011,ชิ้น,"ใบเลื่อยวงเดือน 7-1/4""x60T มงกุฎ",,425,5,
CAT011,ชิ้น,"ใบเลื่อยวงเดือน 7-1/4""x40T มงกุฎ",,395,5,
CAT011,ชิ้น,"ใบเลื่อยวงเดือน 7-1/4""x30T มงกุฎ",,395,5,
CAT011,ชิ้น,"ใบเลื่อยวงเดือน 7-1/4""x24T มงกุฎ",,395,5,
CAT011,ชิ้น,"ใบเลื่อยวงเดือน 8""x40T มงกุฎ",,425,5,
CAT011,ชิ้น,"ใบเลื่อยวงเดือน 8""x30T มงกุฎ",,495,5,
CAT011,ชิ้น,"ใบเลื่อยวงเดือน 8""x24T มงกุฎ",,425,5,
CAT011,ชิ้น,"ใบเลื่อยวงเดือน 9""x40T มงกุฎ",,595,5,
CAT011,ชิ้น,"ใบเลื่อยวงเดือน 9""x30T มงกุฎ",,595,5,
CAT011,ชิ้น,"ใบเลื่อยวงเดือน 9""x24T มงกุฎ",,595,5,
CAT011,ชิ้น,"ตลับเมตร 5m/16"" Stanley",33-158,150,5,76174331588
CAT011,ชิ้น,"ตลับเมตร 3.5m/12"" Crown",,90,5,
CAT011,ชิ้น,"ตลับเมตร 5m/16"" Crown",,120,5,
CAT011,ชิ้น,"ไขควงดอก 3x8"" Stanley",1-65-258,70,5,4775216525833
CAT011,ชิ้น,"คีมผูกลวดเหล็กเหนียว #เหลือง 8"" Stanley",1742,45,5,8851540841866
CAT011,ชิ้น,"คีมผูกลวดเหล็กเหนียว #แดง 8"" Stanley",1742,45,5,8851540841866
CAT011,ชิ้น,คีมตัดปลายลวด 115 mm. Goods Mann,EN-115,65,5,
CAT011,ชิ้น,คีมตัดปากเฉียง 115 mm. Goods Mann,DN-115N,65,5,
CAT011,ชิ้น,คีมตัดปากจระเข้ 115 mm. Goods Mann,CMP-135,65,5,
CAT011,ชิ้น,ไขควงไฟฟ้าไร้สาย Tolsen Tools,79010,1000,5,6933528788812
CAT011,ชิ้น,เครื่องเลเซอร์วัดระยะทาง 40 m. Hi-Top,LS-40m,1500,5,8858673913866
CAT011,ชิ้น,เครื่องเซาะร่องแกน 2 หุน 550W Hi-Top,TRM-255,1450,5,8858673914467
CAT011,ชิ้น,สว่านไฟฟ้า 2 หุน 380W Hi-Top,ED2-380w,950,5,8858673914313
CAT011,ชิ้น,กาพ่นสีไฟฟ้า 450W Hi-Top,LL-29B,1575,5,8858673913873
CAT011,ชิ้น,กาพ่นสี Brown Speedy,SG112,1150,5,
CAT011,ชิ้น,สว่านเจาะกระแทกไร้สาย 12v Hi-Top,CDM-12V,2150,5,8858673913736
CAT011,ชิ้น,สว่านเจาะกระแทก 4 หุน 800W Hi-Top,ID-800W,1550,5,8858673914092
CAT011,ชิ้น,กาพ่นสี 1.5 mm. Hi-Top,HT-03 (F-71G),790,5,8858673906769
CAT011,ชิ้น,กาพ่นสีแรงดันต่ำ Hi-Top,HT-01 (SG112),1150,5,8858673906745
CAT011,ชิ้น,"เครื่องเราท์เตอร์ 1,700W Hi-Top",RT-1700W,2650,5,8858673914368
CAT011,ชิ้น,"เลื่อยวงเดือน 7"" Hi-Top",CS-1550W,1950,5,8858673914351
CAT011,ชิ้น,ใบเลื่อยวงเดือน 10 inch Crown,,945,5,93184042690
CAT011,ชิ้น,โคมไฟพกพา 5M Tolsen,60050,370,5,6933528760085
CAT011,ชิ้น,เครื่องเป่าลม 600W Stanley,STPT600,2150,5,5035048498248
CAT011,ชิ้น,เครื่องขัดกระดาษทราย 280W Tolsen,79565,1750,5,6933528787822
CAT011,ชิ้น,"เครื่องเจียรไฟฟ้า 4"" Hi-Top",AG-720WS,1350,5,8858673914207
,,,,,,
CAT006,กระป๋อง,กาวยางดันล้อป LP #แดง 600g,250514H1,190,10,8858776800018
CAT006,กระป๋อง,กาวยางดันล้อป GP #เขียว 600g,250402H1,160,10,8858776800223
CAT006,กระป๋อง,กาว Dog X-66 600 ml.,,150,10,8859225706028
CAT006,กระป๋อง,กาวยาง MPP (กระป๋อง),20250422,140,10,1250027413508
CAT006,แกลลอน,เชนไดร้ท์ 1 ดีบี 5 ลิตร,LI0534,750,10,8851495000264
CAT006,กระป๋อง,SPS หมึกพิมพ์ สีน้ำเงินธรรมดา,334,280,10,
CAT006,กระป๋อง,SPT หมึกพิมพ์ สีดำ,WP6712,280,10,
CAT006,กระป๋อง,SPS หมึกพิมพ์ สีขาว,6086,280,10,
CAT006,กระป๋อง,SPT หมึกพิมพ์ สีเหลือง,WP611,280,10,
CAT006,กระป๋อง,SPT หมึกพิมพ์ สีแดงชุด,WP03,280,10,
CAT006,กระป๋อง,สีโป๊วพลาสติก No.540 1 kg. ATM,L24090302,125,10,8858776958511
CAT006,ชุด,เคมีโป๊ว #219 1.5 kgs. Bosny,0763-2-1,150,10,8850747219324
CAT006,ชุด,เอนดูร่า วู๊ดฟิลเลอร์ สูตรน้ำ WA 13 สีไม้สน,51018,185,10,8858648321283
CAT006,ชุด,เอนดูร่า วู๊ดฟิลเลอร์ สูตรน้ำ WA 12 สีไม้สัก,81018,185,10,8858648321276
CAT006,ชุด,เอนดูร่า วู๊ดฟิลเลอร์ สูตรน้ำ WA 14 สีมะฮอกกานี,70918,185,10,8858648321290
CAT006,ชุด,ซุปเปอร์ลาเท็กซ์ D-40 ปลาเบ็ด,80523,225,10,
CAT006,ชุด,กาวลาเท็กซ์ A-8000 ATM,L25062602,100,10,8858776964185
CAT006,ชุด,กาวลาเท็กซ์ A-9000 ATM,L25042205,70,10,885877696400
CAT006,ชุด,เอนดูร่า วู๊ดฟิลเลอร์ สูตรน้ำ WA 15 สีวอลนัท,6063,185,10,8858648321306
CAT006,ชุด,น้ำยาฟอกขาว 1 ตราม้าคู่,,750,10,
,,,,,,
CAT006,แกลลอน,แล็กเกอร์เงา T5000 1/4 GL TOA,PO11210092345,200,10,8850106009214
CAT006,แกลลอน,แล็กเกอร์ด้าน T5500 1/4 GL TOA,PO11210110751,220,10,8850106009290
CAT006,แกลลอน,วานิชเงา S8000 1/4 GL Shark,PO11140041075,150,10,8850106537830
CAT006,แกลลอน,โพลียูรีเทน T3000 เงา 1/4 GL TOA,PO11140023214,290,10,8850106010739
CAT006,แกลลอน,โพลียูรีเทน ทินเนอร์ #41 1/4 GL TOA,PO11210018200,175,10,8850106268178
CAT006,แกลลอน,น้ำยาลอกสี PR600 1 kg ATM,L21062004,150,10,8858776965120
CAT006,แกลลอน,กาแลนท์ ยูรีเทน เงา G5000 0.875L,L25111403,200,10,8858776943005
CAT006,แกลลอน,ยูรีเทนสี GG9903 1.75L Urai,L24061102,390,10,8858776900565
CAT006,แกลลอน,ยูรีเทนสี GG9909 1.75L Urai,L24061202,390,10,8858776900589
CAT006,แกลลอน,ยูรีเทนสี GG9903 0.46L Urai,L24060601,120,10,8858776900527
CAT006,แกลลอน,ยูรีเทนสี GG9909 0.46L Urai,L24060601,120,10,8858776900541
CAT006,แกลลอน,TOA แล็กเกอร์ แซนดิ้ง ซีลเลอร์ T5555 1GL,24050701T1,550,10,8850106110088
CAT006,แกลลอน,เชนไดร้ท์ 1 CL #ไม่มีสี 1.8L,19090,320,10,8851495000240
CAT006,แกลลอน,เชนไดร้ท์ 1 DB #สีน้ำตาลดำ 1.8L,19053,320,10,8851495000271
CAT006,แกลลอน,โพลียูรีเทน T3000 เงา 1GL TOA,PO11140068280,990,10,8850106010722
CAT006,แกลลอน,กาแลนท์ ยูรีเทน เงา G5000 3.5L,L25092610,650,10,8858776942985
CAT006,แกลลอน,U-90 ยูรีเทน U-5000 เงา 3L,8903D68,500,10,8858776945634
CAT006,แกลลอน,แลคเกอร์เงา #6 ตราหัวสิงค์,L25042502,395,10,8858776944491
CAT006,แกลลอน,วานิชเงา S8000 1GL Shark,PO11140088428,390,10,8850106537823
CAT006,แกลลอน,น้ำยาเช็ดคราบ CS965 3.5L Top,TH6510302,385,10,88559430615796510302
CAT006,แกลลอน,ทินเนอร์ผสมโพลียูรีเทน #41 1GL TOA,PO11210010389,450,10,8850106268086
CAT006,แกลลอน,น้ำยาลอกสี PR600 3.5 kg ATM,L21080801,350,10,8858776965113
CAT006,แกลลอน,น้ำยาลอกสี TOP,65090002,350,10,88559430274079999999
,,,,,,
CAT011,ชุด,ปืนลมเฟอร์นิเจอร์ F50 D-Max,,1350,3,8858673904499
CAT011,ชุด,ปืนลมเฟอร์นิเจอร์ FST50 D-Max,,2450,3,8858673904369
CAT011,ชุด,ปืนลมเฟอร์นิเจอร์ F30 D-Max,,750,3,8858673904338
CAT011,ชุด,ปืนลมเฟอร์นิเจอร์ 1022J D-Max,,750,3,8858673904345
,,,,,,
CAT006,แกลลอน,กาวยางดันล้อป LP #แดง LP 3kg.,8924K68,750,10,8858776800025
CAT006,แกลลอน,กาวยางดันล้อป GP #เขียว LP 3kg.,8929H68,650,10,8858776800230
CAT006,แกลลอน,กาวอเนกประสงค์ 5L MPP,20260117,520,10,
,,,,,,
CAT006,แกลลอน,เชนไดร์ท 1 CL #ไม่มีสี 5L,250046,750,10,8851495000233
CAT006,แกลลอน,เมทิลแอลกอฮอล์ขาว KStar,A5451130124,200,10,
CAT006,แกลลอน,ทินเนอร์เซลโก้ 3A #TH9359 เขียว,SD321G020G,250,10,88559430532086706557
CAT006,แกลลอน,โอเชี่ยน AAA 2.20L,,290,10,
CAT006,แกลลอน,น้ำมันสน KStar,,220,10,
CAT006,แกลลอน,น้ำมันซักแห้ง #TH9068 Dual Fish,TH6408365,195,10,88559430462936408365
,,,,,,
CAT005,กระป๋อง,บิวตี้ สีน้ำอะคริลิคภายใน #800 ขาว 3.6L,Z25040903,200,10,8858776924028
CAT005,กระป๋อง,บิวตี้ สีน้ำอะคริลิคภายใน #894 Silver Mist 3.6L,L25090801,200,10,8858776924585
CAT005,กระป๋อง,สีน้ำมันเคลือบเงา #910 0.1L Lobster,,25,10,
CAT005,กระป๋อง,สีเคลือบแอลคีด #932 0.085L Lobster,,25,10,8858776907625
CAT005,กระป๋อง,สีเคลือบแอลคีด #920 0.085L Lobster,,25,10,8858776907243
CAT005,กระป๋อง,สีคลือบแอลคีด #927 0.085L Lobster,,25,10,
CAT005,กระป๋อง,สีน้ำมันคลือบเงา #900 0.1L Lobster,,25,10,
CAT005,กระป๋อง,สีคลือบแอลคีด #905 0.085L Lobster,L21031406,25,10,8858776906741
CAT005,กระป๋อง,สีพ่นอุตสาหกรรม #602 Ford Blue 0.236L Lobster,L16111601,75,10,
CAT005,กระป๋อง,สีพ่นอุตสาหกรรม #616 Black 0.236L Lobster,L24031301,75,10,8858776947607
CAT005,กระป๋อง,สีพ่นอุตสาหกรรม #612 Vermilion 0.236L Lobster,L23112001,75,10,8858776947454
CAT005,กระป๋อง,สีพ่นอุตสาหกรรม #609 Yellolw 0.236L Lobster,L23112401,75,10,885877696947348
CAT005,กระป๋อง,สีพ่นอุตสาหกรรม #600 White 0.236L Lobster,L25030802,75,10,8858776947065
CAT005,กระป๋อง,แม่สีน้ำบิวตี้ #SP758 Blue 0.236L,L21112702,60,10,8858776928354
CAT005,กระป๋อง,แม่สีน้ำบิวตี้ #SP728 Red 0.236L,L19072306,60,10,8858776928156
CAT005,กระป๋อง,แม่สีน้ำพลาสติก บิวตี้ #SP738 Yellow 0.236L,,60,10,
CAT005,กระป๋อง,แม่สีน้ำบิวตี้ #SSP754 Tropicana 0.236L,L19082201,60,10,
CAT005,กระป๋อง,แม่สีน้ำอะครีลิค บิวตี้ #SP742 Black 0.236L,L23020401,60,10,8858776928279
CAT005,กระป๋อง,สีพ่นพื้นแห้งเร็ว #858 เทา 1/4GL TOA,1210089335,145,10,8850106010531
CAT005,กระป๋อง,สีพ่นรองพื้นรถยนต์ #PF099 ขาว 1GL TOA,PO11210098848,475,10,8850106031024
CAT005,กระป๋อง,สีพ่นอุตสาหกรรม #814 ดำ 1GL TOA,1210201724,700,10,8850106008521
CAT005,กระป๋อง,สีพ่นอุตสาหกรรม #142 Vermillion 1GL TOA,1210204391,700,10,8850106384564
CAT005,กระป๋อง,สีพ่นอุตสาหกรรม #434 Larch Green 1GL TOA,PO11210019484,700,10,8850106384588
CAT005,กระป๋อง,สีพ่นอุตสาหกรรม #212 Super Yellow 1/4GL TOA,PO11210110695,220,10,8850106384625
CAT005,กระป๋อง,สีพ่นอุตสาหกรรม #814 ดำเงา 1/4GL TOA,PO11210076392,220,10,8850106008538
CAT005,กระป๋อง,สีพ่นอุตสาหกรรม #911 ขาวด้าน 1/4GL TOA,PO11210095305,220,10,8850106009115
CAT005,กระป๋อง,สีพ่นอุตสาหกรรม #900 ขาวเงา 1/4GL TOA,PO11210109092,220,10,8850106008903
CAT005,กระป๋อง,สีพ่นอุตสาหกรรม #142 Vermillion 1/4GL TOA,PO11210011792,220,10,8850106384595
CAT005,กระป๋อง,สีพ่นอุตสาหกรรม #434 Larch Green 1/4GL TOA,1210174344,220,10,8850106384618
CAT005,กระป๋อง,สีพ่นอุตสาหกรรม #999 ดำด้าน 1/4GL TOA,PO11210070404,220,10,8850106009139
CAT005,กระป๋อง,สีพ่นอุตสาหกรรม #505 Super Dark Blue 1/4GL TOA,1210176089,220,10,8850106384601
CAT005,กระป๋อง,สีเคลือบแอลคีด #905 แดง 0.280L Lobster,L22112906,60,10,8858776906734
CAT005,กระป๋อง,สีเคลือบแอลคีด #900 ขาว 0.280L Lobster,L22120910,60,10,8858776906482
CAT005,กระป๋อง,สีเคลือบแอลคีด #912 ส้ม 0.280L Lobster,L20052901,60,10,
CAT005,กระป๋อง,สีเคลือบแอลคีด #932 Pacific Blue 0.280L Lobster,L20012205,60,10,8858776907618
CAT005,กระป๋อง,สีเคลือบแอลคีด #920 Lemon Yellow 0.280L Lobster,L19052801,60,10,
CAT005,กระป๋อง,สีเคลือบแอลคีด #914 Light Brown 0.280L Lobster,L18120301,60,10,8858776907083
CAT005,กระป๋อง,สีเคลือบแอลคีด #927 Dawn Grey 0.280L Lobster,L17120602,60,10,8858776907410
CAT005,กระป๋อง,สีเคลือบแอลคีด #904 Brown 0.280L Lobster,L20061201,60,10,8858776906680
CAT005,กระป๋อง,สีเคลือบแอลคีด #901 Apple Green 0.280L Lobster,L19011001,60,10,8858776906536
CAT005,กระป๋อง,สีเคลือบแอลคีด #910 Black 0.280L Lobster,L16081502,60,10,8858776906901
CAT005,แกลลอน,สีพ่นอุตสาหกรรม #900 ขาวเงา 1GL TOA,PO11210096839,700,10,8850106008897
CAT005,แกลลอน,สีพ่นอุตสาหกรรม #911 ขาวด้าน 1GL TOA,PO11210097524,700,10,8850106009108
,,,,,,
CAT006,แกลลอน,แล็กเกอร์เงา T5000 1 GL TOA,PO11210066231,600,10,8850106009191
CAT006,แกลลอน,แล็กเกอร์ด้าน T5500 1 GL TOA,PO11210081840,630,10,8850106009276
,,,,,,
CAT006,แกลลอน,สีเคลือบแอลคีด #927 Dawn Grey 0.875L Lobster,L20030901,140,10,8858776907403
CAT006,แกลลอน,สีเคลือบแอลคีด #912 Orange 0.875L Lobster,L20040903,140,10,8858776906987
CAT006,แกลลอน,สีเคลือบแอลคีด #910 Black 0.875L Lobster,L22050401,140,10,8858776906895
CAT006,แกลลอน,สีเคลือบแอลคีด #920 Lemon Yellow 0.875L Lobster,L20021801,140,10,8858776907229
CAT006,แกลลอน,สีเคลือบแอลคีด #M9666 ดำด้าน 0.875L Lobster,L21040101,140,10,8858776908141
CAT006,แกลลอน,สีเคลือบแอลคีด #904 Brown 0.875L Lobster,L25031703,140,10,8858776906673
CAT006,แกลลอน,สีเคลือบแอลคีด #900 White 0.875L Lobster,L8858776906475,140,10,8858776906475
CAT006,แกลลอน,สีเคลือบแอลคีด #932 Pacific Blue 0.875L Lobster,L20052403,140,10,8858776907601
CAT006,แกลลอน,สีเคลือบแอลคีด #905 Red 0.875L Lobster,L20070902,140,10,8858776906727
CAT006,แกลลอน,สีเคลือบแอลคีด #909 Yellow 0.875L Lobster,L18102404,140,10,8858776906840
CAT006,แกลลอน,สีเคลือบแอลคีด #915 Light Green 0.875L Lobster,L20022204,140,10,8858776907120
CAT006,แกลลอน,สีย้อมไม้ #S02 สักทอง 1/4GL TOA,1140240835,260,10,8850106380283
CAT006,แกลลอน,สีย้อมไม้ #S08 มะฮอกกานี 1/4GL TOA,1140237015,260,10,8850106513797
CAT006,แกลลอน,สีย้อมไม้ #S99 กึ่งเงาใส 1/4GL TOA,1210113368,260,10,8850106380320
CAT006,แกลลอน,สีย้อมไม้ วู้ดสเตน #M99 ด้านใส 1/4GL TOA,1210110925,260,10,8850106380443
CAT006,แกลลอน,สีย้อมไม้ วู้ดสเตน #G99 เงาใส 1/4GL TOA,1210113818,260,10,8850106380160
CAT006,แกลลอน,สีย้อมไม้ วู้ดสเตน #G08 ไม้สักอ่อน 1/4GL TOA,1140183507,260,10,8850106779186
CAT006,แกลลอน,สีย้อมไม้ วู้ดสเตน #G07 ไม้สักทองเงา 1/4GL TOA,1140192227,260,10,8850106439967
CAT006,แกลลอน,สีย้อมไม้ วู้ดสเตน #G05 ไม้ประดู่เงา 1/4GL TOA,PO11140007722,260,10,8850106380153
CAT006,แกลลอน,สีย้อมไม้ วู้ดสเตน #G02 มะฮอกกานีเงา 1/4GL TOA,PO11140008205,260,10,8850106380139
CAT006,แกลลอน,สีย้อมไม้ วู้ดสเตน #G03 วอลนัทเงา 1/4GL TOA,1140220918,260,10,8850106380146
CAT006,แกลลอน,สีย้อมไม้ วู้ดสเตน #G01 ไม้สักเงา 1/4GL TOA,PO11140012131,260,10,8850106380078
CAT006,แกลลอน,เชลแล็กทาไม้ #5 ขาว ตราหัวสิงค์,L25061704,290,10,8858776943616
CAT006,แกลลอน,เชลแล็กทาไม้ #7 เหลืองสด ตราหัวสิงค์,L19061301,250,10,8858776943654
CAT006,แกลลอน,เชลแล็กทาไม้ #4 โอ๊ก ตราหัวสิงค์,L21042001,250,10,8858776943586
CAT006,แกลลอน,เชลแล็กทาไม้ #1 เหลืองแกมแดง ตราหัวสิงค์,L25032202,250,10,8858776943494
CAT006,แกลลอน,เชลแล็กทาไม้ #3 ก้านเหลือง ตราหัวสิงค์,L21011301,250,10,8858776943555
CAT006,แกลลอน,วู้ดสเตน พลัส #G1904 ไม้ประดู่ 3L Shark,PO11140111308,580,10,8850106091479
CAT006,แกลลอน,วู้ดสเตน พลัส #G1914 ไม้พะยูง 3L Shark,PO11140116386,580,10,8850106091523
CAT006,แกลลอน,วู้ดสเตน พลัส #G1910 ไม้วอลนัท 0.75L Shark,1140250512,175,10,8850106091615
CAT006,แกลลอน,วู้ดสเตน พลัส #G1909 ไม้มะฮอกกานี 0.75L Shark,1140249237,175,10,8850106091608
CAT006,แกลลอน,วู้ดสเตน พลัส #G1905 ไม้แดง 0.75L Shark,1150004977,175,10,8850106091585
CAT006,แกลลอน,วู้ดสเตน พลัส #G1906 ไม้มะค่า 0.75L Shark,1140248262,175,10,8850106091592
,,,,,,
CAT014,ชิ้น,แปรงวานิช #456 4cm Lamy,,20,10,
CAT014,ชิ้น,แปรงวานิช #33 8cm Eagle & Globe,,40,10,110110
CAT006,ขวด,ทินเนอร์ผสมสีอะครีลิค #74 0.58L ATM,L20032102-1,60,10,8858776950409
CAT006,ขวด,ทินเนอร์บีโปร AAA 0.58L,,60,10,
CAT006,ขวด,หัวทินเนอร์ Siko MSK #S55,,120,10,8858648310874
CAT006,ขวด,กาแลนท์ ทินเนอร์ยูรีเทน T45 0.48L,L22091103,65,10,8858776950065
CAT006,ขวด,วานิชเงา 2100 เงา 0.48L Lobster,L23070401,65,10,8858776945030
CAT006,ขวด,เมทิล แอลกอฮอล์ 0.450L ปลาเบ็ด,,40,10,8858648310010
CAT006,ขวด,เมทิล แอลกอฮอล์ AAA #T31 0.48L ตราหัวสิงห์,120010301,40,10,8858776950164
CAT006,ขวด,กอฮอล์ขาว 0.450L ปลาวาฬ,,40,10,
CAT006,ขวด,น้ำมันสน AAA #T21 0.48L ตราหัวสิงห์,L25032001,60,10,8858776950218
CAT006,ขวด,แลคเกอร์เงาสำเร็จรูป #6 0.48L ตราหัวสิงห์,L21021808,80,10,8858776944514
CAT006,ขวด,เชลแล็กทาไม้ #2 สีประดู่ 0.48L ตราหัวสิงห์,L22022503,70,10,8858776943531
CAT006,ขวด,เชลแล็กทาไม้ #5 ขาว 0.48L ตราหัวสิงห์,L25052706,80,10,8858776943623
CAT006,ขวด,เชลแล็กทาไม้ #1 เหลืองแกมแดง 0.48L ตราหัวสิงห์,L22052504,70,10,8858776943500
CAT006,ขวด,แลคเกอร์ #L617 เหลือง 0.450L ปลาเบ็ด,80518,90,10,8858648331978
CAT006,ขวด,แลคเกอร์ #L619 ส้ม 0.450L ปลาเบ็ด,40518,90,10,8858648331992
CAT006,ขวด,แลคเกอร์ #L616 แดงมาฮอนนี 0.450L ปลาเบ็ด,5043,90,10,8858648331961
CAT006,ขวด,แลคเกอร์ #L618 เหลืองลูกกวาด 0.450L ปลาเบ็ด,40418,90,10,8858648331985
CAT006,ขวด,แลคเกอร์ #L626 เปลือกมังคุด 0.450L ปลาเบ็ด,40720,90,10,8858648371325
CAT006,ขวด,แลคเกอร์ #L611 น้ำตาลโกโก้ 0.450L ปลาเบ็ด,8059,90,10,885864331916
CAT006,ขวด,แลคเกอร์ #L627 น้ำตาลแดง 0.450L ปลาเบ็ด,51019,90,10,8858648332012
CAT006,ขวด,เชลแล็กทาไม้ #4 โอ๊ก 0.48 ตราหัวสิงค์,L20022961,70,10,8858776943593
